ind,pt,pf
1,4.976267169796168,-4.96603442746851
10,1.2028868585197152,-1.1998375288479755
11,3.371197521352493,-3.3640122283849014
12,3.371197521352493,-3.3640122283849014
2,-0.028115289536513138,0.028117282377987406
3,-0.028115289536513138,0.028117282377987406
4,-0.028115289536513138,0.028117282377987406
5,0.00158139422291942,-0.0015813882611641875
6,7.632302104520456,-7.54415114534464
7,-0.011032828772409284,0.01103289835133527
8,-0.011032828772409284,0.01103289835133527
9,1.2028868585197152,-1.1998375288479755
