ind,pt,pf
1,-0.011891159915101137,0.011891219081220256
10,1.4254487605181543,-1.421166648381485
11,0.8223006642979775,-0.8218731628948822
12,0.8223006642979775,-0.8218731628948822
2,-0.03941643674660205,0.03942035377976611
3,-0.03941643674660205,0.03942035377976611
4,-0.03941643674660205,0.03942035377976611
5,-6.43295844931854e-5,6.43295948361771e-5
6,12.673830263869103,-12.430760068814608
7,2.123916767258831,-2.121344366058209
8,2.123916767258831,-2.121344366058209
9,1.4254487605181543,-1.421166648381485
