ind,qf,qt,tm,ta,pt,pf,tm_neg_vio,tm_pos_vio
1,0.03993748848389134,-0.05214364601574161,1.0,0.0,0.1259839795954834,-0.12560809589137692,,
10,4.094337739337573,-3.5065243346262904,1.0,0.0,16.534981507461605,-16.457227977047328,,
100,-0.013391061218098445,-0.006451915586473657,1.0,0.0,0.31099306992055015,-0.30665382655435336,,
1000,0.3206530398672988,-0.3441897714384797,1.0,0.0,2.2370771149672177,-2.231855794440617,,
1001,-0.3970905151689359,0.3753282834911362,1.0,0.0,-1.1812653792098915,1.1828244544080837,,
1002,0.11543854038284737,-0.10538481445417627,1.0,0.0,2.3297619352654615,-2.3201108852328525,,
1003,0.8910142710216801,-0.9254500718465664,1.0,0.0,1.3362182802817992,-1.3352366527156758,,
1004,0.8606307598270186,-0.891978261542707,1.0,0.0,6.257458570363585,-6.24221710928844,,
1006,-0.27973428685300394,0.11421961377258552,1.0,0.0,-1.8082144792031025,1.818442006634462,,
1007,-0.29826277631431897,0.25016555762678094,1.0,0.0,-2.259044682945379,2.2621650424890656,,
1009,-0.18721452407270295,-0.6147435344034224,1.0,0.0,-1.5770634004901676,1.5813199889333742,,
101,-0.029001649378922065,0.011920386494312082,1.0,0.0,-0.1877966633840738,0.1889222901713255,,
1010,0.03968069632523789,-0.3671962119946461,1.0,0.0,3.4813891172515685,-3.4625939188547616,,
1013,-0.22835226235996392,0.00046317668492303705,1.0,0.0,-1.9692427025239716,1.9725017085502132,,
1014,0.04473454608831693,-0.13762889512112783,1.0,0.0,2.1952865814424802,-2.189923496093291,,
1015,-0.1543560303257629,-0.10508858425846897,1.0,0.0,-0.7330664926221189,0.7336870928887343,-9.874637959140409e-9,-9.874771613924819e-9
1017,2.3469592417347425,-1.847343505116882,1.0,0.0,11.559072737296862,-11.434505673822965,,
1019,2.983060052793484,-2.9975088459613555,1.0,0.0,8.993161671734136,-8.955544598246576,,
102,0.47934024110643414,-0.8787425590290603,1.0,0.0,3.0091196971156373,-2.975882238517702,,
1020,0.1928440172585068,-0.2003876195881288,1.003601451403833,0.0,-0.2669030591214039,0.2669362834350399,,
1021,-0.33326770093157276,0.373729596240564,1.0,0.0,3.3582374378825643,-3.346056404251703,,
1023,0.33326770093144514,-0.28719137275916734,1.0,0.0,-3.335249417453276,3.346056404251703,,
1025,-0.021939897382027243,0.02223739382408942,1.0,0.0,0.07464737184741095,-0.07430118999531996,,
1026,0.025623496703003294,-0.026733795536828964,1.0,0.0,-0.00748363204865602,0.007494223922478767,,
1027,-0.025623496702367795,0.023921026432624226,1.0,0.0,0.007511374688981906,-0.007494223922478767,,
1028,0.814666294703337,-0.7956227997793847,1.0,0.0,-0.5917686834336423,0.5951788864189799,,
1029,1.194509150799922,-1.154432847531137,1.0,0.0,-0.8560282587754053,0.8627856439205693,,
103,-3.4618888418905254,0.5527964157015267,1.0,0.0,-2.9136603481147634,2.918011324160663,,
1030,0.20102645964163263,-0.19999994257932147,1.0,0.0,0.021619126962895918,-0.021571504197710898,,
1031,0.2010225661365766,-0.199999967373059,1.0,0.0,0.0220055986606097,-0.021958130039641036,,
