ind,shunt_bigM
100,1.0000000031066654
101,1.0000000001284677
102,5.528726594159492e-9
103,1.0000000005043037
104,0.9999999983977806
105,0.9999999989204951
106,-2.4225482055981585e-9
107,-3.306935142888073e-10
108,1.0000000082229932
109,1.0000000046651987
110,4.183547894864293e-9
111,2.5984779888189096e-9
112,7.180079954161373e-9
113,-3.1320600674579252e-9
114,-2.7747966157517338e-9
115,1.6095256437184535e-9
116,1.8221465616412768e-9
117,0.9999999994220676
118,3.1565161775339266e-9
119,2.7825958380950717e-9
120,0.999999996469221
121,0.9999999972776789
122,0.9999999979376624
123,5.780307895155031e-9
124,0.9999999989986426
125,0.9999999969711137
126,0.9999999988738235
127,0.9999999988698642
128,1.000000003866404
129,0.9999999996790035
130,2.7039071637264546e-9
131,0.9999999980719846
132,0.9999999981032334
133,0.9999999990006521
134,1.0000000007352845
135,0.9999999991846351
136,0.9999999995596547
137,0.9999999993112634
138,0.99999999867671
139,3.2653029603841826e-9
140,0.9999999979507687
141,2.8276540247468437e-9
142,2.8149606261087547e-9
143,0.9999999997787329
144,0.9999999992363766
145,0.9999999981165102
146,0.9999999981040765
147,9.380869380053685e-10
148,2.133426508151169e-9
149,1.000000003268622
150,1.0000000019500002
151,2.8205903245431285e-7
152,1.000000001116275
153,1.0000000007922716
154,0.9999999991073586
155,1.7783786836046311e-9
156,0.9999999999366039
157,3.90257599842532e-9
158,1.0000000044796136
159,1.0000000027451115
160,1.8282230494818636e-9
161,1.000000006691392
162,1.0000000048646558
163,0.9999999980579217
164,1.0000000057384544
165,1.0000000002852636
166,0.9999999994332393
167,1.0000000022357325
168,0.9999999974704824
169,0.9999999974829135
170,0.9999999974696445
171,0.999999998495282
172,0.39296449485488627
173,3.868012082548996e-9
174,-8.27325189476712e-9
175,8.495241761736068e-9
176,2.7161462331064453e-9
177,1.9634762265083895e-9
178,1.964344777246865e-9
179,2.1527605493159474e-9
180,2.1453285232302285e-9
181,2.800202044762655e-9
182,-8.23691687975634e-9
183,1.0197214592416048e-9
184,1.0000000065257686
185,1.6906311046052608e-9
186,0.9999999974704823
187,1.0000000083090272
188,2.034073779079801e-9
189,8.145211176356616e-10
190,-6.677879648800763e-9
191,1.000000009110257
192,2.6299847075759847e-10
193,1.000000007800451
194,1.0000000073691888
195,1.0000000047966573
196,1.504219834364439e-9
197,-7.803854087734989e-9
198,-7.267284456280929e-9
199,-7.832551848010932e-9
200,5.2552643011108205e-9
201,1.0000000066451769
202,1.3977642012568046e-9
203,1.493714760964231e-9
204,1.7809655282424098e-9
205,2.2040568255273137e-9
206,2.329566905710508e-9
207,1.962811952947233e-9
208,1.0000000075079813
209,2.0107187550787958e-9
210,1.6841578578374145e-9
211,1.613392751051833e-9
212,1.920328983731084e-9
213,2.2151924155117582e-9
214,1.3576319279428334e-9
215,2.229861648185471e-9
216,1.9933631029317903e-9
217,1.9161857804717916e-9
218,-1.1441496737841778e-9
219,2.209847393531993e-9
220,-1.1231292917870813e-9
221,4.3364168935973065e-9
222,3.834876601317029e-9
223,4.597645973343304e-9
224,4.525915646679517e-9
225,1.0000000040796815
226,5.145401541414675e-9
227,3.7759951459026505e-9
228,5.913654045480062e-9
229,5.86922180360087e-9
230,2.893785549831919e-9
231,3.6951713173723064e-9
232,3.6341965398972435e-9
233,7.530193671240287e-8
234,1.7712327664495057e-9
235,1.7886822319097608e-9
236,1.9769467910891353e-9
238,2.894617950095192e-9
239,2.9139554207717736e-9
240,2.1878071706635247e-9
241,2.1373817929669176e-9
242,1.7732409452151955e-9
243,4.447051505147788e-9
244,0.9999999805163992
93,-7.072804197431438e-9
94,-7.232946099011064e-9
95,0.9999999976279162
96,1.3999069008484464e-9
97,-8.001842100855878e-9
99,1.0000000034901781
