ind,status,pd,qd
1,1,0.22413470863015664,0.18934370303963324
2,1,0.29077304163651957,0.21031992416257017
3,1,0.2993460537805429,0.20962677476560318
4,1,0.2977583872586298,0.2137383517349293
5,1,0.2825572551137581,0.056767842094236375
6,1,0.00467242250492652,0.0
7,0,0.0,0.0
8,1,0.27106268678237316,0.2035238882044445
9,1,0.26935356233599467,0.20477872968537686
10,1,0.2712719331705266,0.20460527348038762
11,1,0.2782964781298202,0.20598380977531855
12,0,0.0,0.0
13,1,0.00034389769408432606,0.000325921860923616
14,1,0.0,-0.12091688339219922
15,1,0.0006485080331658199,0.0006374113589386689
16,1,1.455563514954802,-0.033876364120413616
17,0,0.0,0.0
18,1,0.15105928765083565,0.08535436743894688
19,1,0.1434048530758194,0.0897203785868158
20,1,0.15304159628238725,0.0869437870669826
21,1,0.0007768591176962025,0.0007201249844125592
22,1,0.0007216325369097622,0.0007475236094055508
23,1,0.0007503773872568582,0.0007635111543030077
24,1,0.0007370621403232155,0.0007665957165811552
25,1,0.0007570111735211607,0.000779230082004794
26,1,0.0007777818239025532,0.0007270771719745029
27,1,0.2595795653295282,0.21391007540567739
28,0,0.0,0.0
29,1,0.008406609530251692,0.0060440990334450825
30,1,0.009224489502686745,0.006018655498441179
31,1,0.007977915820657919,0.004880788792724235
32,1,0.007739655992787513,0.004826555404427119
33,0,0.0,0.0
34,0,0.0,0.0
35,0,0.0,0.0
36,1,0.3074114070323029,0.0377641198000624
37,1,0.05927013243257729,0.019901877882524028
38,0,0.0,0.0
39,1,0.0003573755972743341,0.00036031704102911367
40,1,0.00036955043619575363,0.00039307917095226933
41,1,0.0003130567917027746,0.00033472423650351453
42,1,0.00031949899982943987,0.00031651065228652735
43,1,0.00031360542865029506,0.0003205006555018324
44,1,0.21668581984492158,0.12313453092962216
45,1,0.23026797140618546,0.12009836866454297
46,1,0.1477850960805807,0.07426168965815068
47,1,0.0008607891733647729,-0.01420096144569618
48,1,0.4294579963149601,-0.08580741155613233
49,1,0.38766569445233623,-0.061136963195562104
50,1,0.006350723174837344,0.0044067896091462945
51,1,0.3855496275629949,-0.04967324463029801
52,1,0.11773153638302784,0.04239271059686413
53,1,7.98071485325052,2.2599015424872433
54,1,0.0017833199884792522,0.003312559695430303
55,1,2.483381444717025,0.206682441288437
56,1,0.14817728730972252,-0.033069806024491645
57,1,2.32353963538239,0.8832664828142527
58,1,1.1510172664060199,0.16842016445531202
59,1,2.019992514191739,0.700268056344862
60,1,5.209360932205451,-0.21018224756086337
61,1,1.7782937564272905,0.6716689129053686
62,1,0.6462394624705927,0.028851056931518116
63,1,0.5439977561777305,0.10987276958201939
64,1,0.19856111227478543,0.051677639744888454
65,1,0.8546878137173904,0.16340198787852334
66,1,0.33919379826572443,0.14434630960683334
67,1,0.06750409913782714,-0.005908973887205483
68,1,1.3039954054503708,0.2533622796049342
69,1,0.15035340027342003,0.07278936616661187
70,1,0.6624157021865492,0.25386428152599966
71,1,0.5678580722956933,0.24863061302935502
72,1,0.2816085694653588,0.018706857137230377
73,1,0.2275298088404778,0.11925228263445997
74,1,0.14024712931196964,0.011437835585734463
76,1,0.5229431145877045,0.13315975894074922
77,1,0.1002060930209787,0.034482155800374586
78,1,0.061800530891671944,0.010228383455019351
79,1,0.017983705700760216,0.00023731632194236283
80,1,0.6756046195340132,0.184196442075534
81,1,0.052110776717795834,0.026783806369135896
82,1,0.12441629629761965,0.051431157737662145
83,1,0.16202325146555446,0.04338152098721682
84,1,0.04595673516132029,-0.05612769160763966
85,1,0.13002838649506218,0.010235111808297795
86,1,0.79974780893353,-0.005967063929198546
87,1,0.15239430305342194,0.0372360221439506
88,1,0.14650273572044392,0.07924206478755665
89,1,0.11738982211631564,0.07733200681850962
90,1,0.13491602109873477,0.08231293990217452
91,1,0.5935360349265095,0.0754130289737389
92,1,0.3938643358880837,0.06925834929727068
93,1,3.0633615926485858,0.2638846039485601
94,1,0.20804862652933542,0.016380648125045544
95,1,1.3887742365328437,0.41471532679981155
96,1,0.02936288312127404,0.010490093263168432
