ind,pt,pf
1,0.5501232930610485,-0.5499982358341159
10,1.4528811089846076,-1.4484325947252312
11,1.0423577351735989,-1.0416708090731122
12,1.0423577351735989,-1.0416708090731122
2,-0.028238635619301202,0.028240645985081317
3,-0.028238635619301202,0.028240645985081317
4,-0.028238635619301202,0.028240645985081317
5,-2.8624137563585444e-5,2.8624139611902794e-5
6,9.291912881556518,-9.16125783299303
7,-0.011032729075550083,0.011032798650065397
8,-0.011032729075550083,0.011032798650065397
9,1.4528811089846076,-1.4484325947252312
